title,booker_year,longlist,shortlist,winner,places,ratingHistogram,ratingsCount,reviewsCount,one_star,two_star,three_star,four_star,five_star,average_rating,numPages,language,awards,series,Fiction,Literary.Fiction,Novels,Contemporary,Literature,Historical.Fiction,Audiobook,Historical,British.Literature,Adult,Adult.Fiction,X21st.Century,Book.Club,Mystery,Family,Ireland,Fantasy,Irish.Literature,Unfinished,War,Africa,Crime,Asia,LGBT,Science.Fiction,India,Romance,Canada,Queer,Humor,publish_year,publish_month,publish_day,first_award,url,titleComplete,description,imageUrl,genres,asin,isbn,isbn13,publisher,author,publishDate,characters
The Yips,2012,1,0,0,,"66, 117, 197, 179, 80",639,87,66,117,197,179,80,3.14084507,550,English,"[{'name': 'Booker Prize', 'awardedAt': 1325404800000, 'category': 'Longlist', 'hasWon': None}]",['Digital Trilogy'],TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2012,7,19,"[{'name': 'Booker Prize', 'awardedAt': 1325404800000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/13395627-the-yips,The Yips,2006 is a foreign country; they do things differently there. Tiger Woods' reputation is entirely untarnished and the English Defence League does not exist yet. Storm-clouds of a different kind are gathering above the bar of Luton's less than exclusive Thistle Hotel.,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1329779080i/13395627.jpg,"['British Literature', 'Adult Fiction', 'Novels', 'Humor', 'Literary Fiction', 'Unfinished', 'Contemporary', 'Fiction']",0007476655,0007476655,9.78001e+12,Fourth Estate,['Nicola Barker'],1.34268e+12,
Something Might Happen,2003,1,0,0,,"27, 90, 229, 212, 110",668,71,27,90,229,212,110,3.431137725,336,English,"[{'name': 'Booker Prize', 'awardedAt': 1041408000000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2004,1,1,"[{'name': 'Booker Prize', 'awardedAt': 1041408000000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/758688.Something_Might_Happen,Something Might Happen,"On a Monday night in October in a small seaside town in Suffolk, a woman is brutally murdered. There are no obvious suspects, she was not an obvious victim. She just wasn't, thinks her grieving, bewildered friend Tess, the type to have something happen to her. Something Might Happen is not a murder mystery. There are clues, false trails, detectives, all the paraphernalia of the whodunnit, but Myerson's concern is with the effect of the murder on an ordinary community and specifically on Tess herself, her husband Mick and her three children. As the police go about their routine investigation, Tess's world of nappies, school runs and baked beans begins to unravel. Suddenly nothing is certain, the mundane becomes charged with significance, established relationships begin to crumble and places that once were safe are safe no longer.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348014467i/758688.jpg,"['British Literature', 'Mystery', 'Contemporary', 'Thriller', 'Fiction']",0099453525,0099453525,9.7801e+12,Vintage,['Julie Myerson'],1.07294e+12,
Me Cheeta: The Autobiography,2009,1,0,0,"['Hollywood, California']","41, 95, 239, 235, 138",748,135,41,95,239,235,138,3.446524064,320,English,"[{'name': 'Booker Prize', 'awardedAt': 1230796800000, 'category': 'Longlist', 'hasWon': None}, {'name': 'Guardian First Book Award', 'awardedAt': 1199174400000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2008,1,1,"[{'name': 'Booker Prize', 'awardedAt': 1230796800000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/4488098-me-cheeta,Me Cheeta: The Autobiography,"In 1984, Johnny Weissmuller, Hollywood's greatest Tarzan, passed away. His coffin was lowered into the ground to the recorded sounds of his famous jungle call. Maureen O'Sullivan, his Jane, followed him in 1998. But their co-star Cheeta the chimpanzee, the 'World's Funniest Animal', lives on. At seventy-six, he is by some distance the oldest chimp ever recorded.Now, in his own words, Cheeta finally tells his extraordinary story.Plucked from millions of hopefuls in the jungles of Liberia, Cheeta became an international screen icon from the moment of his debut in 1934's Tarzan and His Mate. He went on to star in a further nine Tarzan pictures, and later in Doctor Dolittle with the appalling Rex Harrison, before his battles with substance abuse forced him into early retirement. He now lives happily in Palm Springs where he has re-invented himself as a globally acclaimed abstract painter.We are privileged indeed that such a legendary entertainer should grant us intimate access to the lives of the most glittering stars. Well aware that no animal has ever been successfully sued for libel, Me Cheeta is packed with fascinating revelations about a lost Hollywood. Funny, moving and searingly honest, this is the greatest celebrity autobiography of our time.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1266363424i/4488098.jpg,"['Novels', 'Humor', 'Unfinished', '20th Century', 'Animals', 'Film', 'Media Tie In', 'Fiction']",0007278632,0007278632,9.78001e+12,Fourth Estate,['James  Lever'],1.19917e+12,"['Cheeta', ""Maureen O'Sullivan"", 'Johnny Weissmuller']"
A Distant Shore,2003,1,0,0,,"16, 76, 247, 302, 142",783,72,16,76,247,302,142,3.610472542,288,English,"[{'name': 'Booker Prize', 'awardedAt': 1041408000000, 'category': 'Longlist', 'hasWon': None}, {'name': 'PEN/Faulkner Award for Fiction', 'awardedAt': 1072944000000, 'category': '', 'hasWon': None}, {'name': 'National Book Critics Circle Award', 'awardedAt': 1041408000000, 'category': 'Fiction', 'hasWon': None}, {'name': 'Hurston/Wright Legacy Award', 'awardedAt': 1072944000000, 'category': 'Fiction', 'hasWon': None}, {'name': ""Commonwealth Writers' Prize"", 'awardedAt': 1072944000000, 'category': 'Best Book Overall', 'hasWon': None}]",,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2005,3,8,"[{'name': 'Booker Prize', 'awardedAt': 1041408000000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/140458.A_Distant_Shore,A Distant Shore,"Dorothy is a retired schoolteacher who has recently moved to a housing estate in a small village. Solomon is a night-watchman, an immigrant from an unnamed country in Africa. Each is desperate for love. And yet each harbors secrets that may make attaining it impossible.With breathtaking assurance and compassion, Caryl Phillips retraces the paths that lead Dorothy and Solomon to their meeting her failed marriage and ruinous obsession with a younger man, the horrors he witnessed as a soldier in his disintegrating native land, and the cruelty he encounters as a stranger in his new one. Intimate and panoramic, measured and shattering, A Distant Shore charts the oceanic expanses that separate people from their homes, their hearts, and their selves.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320547538i/140458.jpg,"['British Literature', 'Mental Illness', 'Mental Health', 'Novels', 'Literary Fiction', 'Contemporary', 'Africa', 'School', 'Fiction', 'Literature']",1400034507,1400034507,9.7814e+12,Vintage,['Caryl Phillips'],1.11027e+12,
Consolation,2007,1,0,0,"['Toronto, Ontario']","16, 64, 242, 325, 163",810,93,16,64,242,325,163,3.685185185,480,English,"[{'name': 'Booker Prize', 'awardedAt': 1167638400000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2006,8,29,"[{'name': 'Booker Prize', 'awardedAt': 1167638400000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/1718914.Consolation,Consolation,"“There is a vast part of this city with mouths buried in it . . . . Mouths capable of speaking to us. But we stop them up with concrete and build over them and whatever it is they wanted to say gets whispered down empty alleys and turns into wind. . . .” These are among the last words of Professor David Hollis before he throws himself off a ferry into the frigid waters of Lake Ontario. A renowned professor of “forensic geology,” David leaves in his wake both a historical mystery and an academic scandal. He postulated that on the site where a sports arena is about to be built lie the ruins of a Victorian boat containing an extraordinary treasure: a strongbox full of hundreds of never-seen photographs of early Toronto, a priceless record of a lost city. His colleagues, however, are convinced that he faked his research materials.Determined to vindicate him, his widow, Marianne, sets up camp in a hotel overlooking the construction site, watching and waiting for the boat to be unearthed. The only person to share her vigil is John Lewis, fiancé to her daughter, Bridget. An orphan who had come to love David as his own father, John finds himself caught in a struggle between mother and daughter–all the while keeping a dark secret from both women.Interwoven into the contemporary story is another narrative set in 1850s: the tale of Jem Hallam, a young apothecary struggling to make a living in the harsh new city so he can bring his wife and daughters from England. Crushed by ruthless competitors, he develops an unlikely friendship with two other down-on-their-luck Torontonians: Samuel Ennis, a brilliant but dissolute Irishman, and Claudia Rowe, a destitute widow. Together they establish a photography business and set out to create images of a fledgling city where wooden sidewalks are put together with penny nails, where Indians spear salmon at the river mouth and the occasional bear ambles down King Street, where department stores display international wares and fine mansions sit cheek-by-jowl with shantytowns.Consolation moves back and forth between David Hollis’s legacy and Jem Hallam’s struggle to survive, ultimately revealing a mysterious connection between the two narratives. Exquisitely crafted and masterfully written, Michael Redhill’s superlative book reveals how history is often transformed into a species of fantasy, and how time alters the contours of even the things we hold most certain. As complex and layered as the city whose story it tells, Consolation evokes the mysteries of love and memory, and what suffering the absence of the beloved truly means.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1187362688i/1718914.jpg,"['Novels', 'Mystery', 'Literary Fiction', 'Canada', 'Contemporary', 'Historical', 'Canadian Literature', 'Historical Fiction', 'Literature', 'Fiction']",0385659504,0385659504,9.78039e+12,Doubleday Canada,['Michael Redhill'],1.15683e+12,
The Ruby in Her Navel,2006,1,0,0,,"33, 111, 290, 254, 122",810,123,33,111,290,254,122,3.396296296,416,English,"[{'name': 'Booker Prize', 'awardedAt': 1136102400000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2006,10,17,"[{'name': 'Booker Prize', 'awardedAt': 1136102400000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/4517.The_Ruby_in_Her_Navel,The Ruby in Her Navel,"Set in the Middle Ages during the brief yet glittering rule of the Norman kings, The Ruby in Her Navel is a tale in which the conflicts of the past portend the present. The novel opens in Palermo, in which Latin and Greek, Arab and Jew live together in precarious harmony. Thurstan Beauchamp, the Christian son of a Norman knight, works for Yusuf, a Muslim Arab, in the palace’s central finance office, a job which includes the management of blackmail and bribes, and the gathering of secret information for the king.But the peace and prosperity of the kingdom is being threatened, internally as well as externally. Known for his loyalty but divided between the ideals of chivalry and the harsh political realities of his tumultuous times, Thurstan is dispatched to uncover the conspiracies brewing against his king. During his journeys, he encounters the woman he loved as a youth; and the renewed promise of her love, as well as the mysterious presence of an itinerant dancing girl, sends him on a spiritual odyssey that forces him to question the nature of his ambition and the folly of uncritical reverence for authority.With the exquisite prose and masterful narrative drive that have earned him widespread acclaim, Barry Unsworth transports the reader to a distant past filled with deception and mystery, and whose racial, tribal, and religious tensions are still with us today.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1165444666i/4517.jpg,"['Medieval', 'Mystery', 'Literary Fiction', 'Italy', 'Historical', 'Romance', '12th Century', 'Historical Fiction', 'Literature', 'Fiction']",0385509634,0385509634,9.78039e+12,Nan A. Talese,['Barry Unsworth'],1.16107e+12,
Heliopolis,2009,1,0,0,,"13, 86, 238, 369, 115",821,99,13,86,238,369,115,3.59317905,278,English,"[{'name': 'Booker Prize', 'awardedAt': 1230796800000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2010,1,1,"[{'name': 'Booker Prize', 'awardedAt': 1230796800000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/8179326-heliopolis,Heliopolis,"As a child Ludo is plucked out of the shantytown where he was born and transported to a world of languid, cosseted luxury. Now twenty-seven, he works high above the above the sprawling metropolis of São Paulo for a vacuous 'communications company'. But this is not his world, and this is not a simple rags-to-riches story: Ludo's destiny moves him around like a chess piece, showing him both extremities of opulent excess and abject poverty, taking him to the brink of madness and brutality.By the author of The Amnesia Clinic and winner of the Somerset Maugham Award.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328008454i/8179326.jpg,"['Brazil', 'Novels', 'Literary Fiction', 'Modern', 'Contemporary', 'Fiction', 'Literature']",0099523841,0099523841,9.7801e+12,Vintage Books USA,['James Scudamore'],1.26233e+12,
Frankie and Stankie,2003,1,0,0,,"25, 75, 246, 327, 154",827,76,25,75,246,327,154,3.61668682,320,English,"[{'name': 'Booker Prize', 'awardedAt': 1041408000000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2004,1,1,"[{'name': 'Booker Prize', 'awardedAt': 1041408000000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/288636.Frankie_and_Stankie,Frankie and Stankie,"Dinah and her sister Lisa are growing up in 1950's South Africa, where racial laws are tightening. They are two little girls from a dissenting liberal family. Big sister Lisa is strong and sensible, while Dinah is weedy and arty. At school, the sadistic Mrs Vaughan-Jones is providing instruction in mental arithmetic and racial prejudice. And then there's the puzzle of lunch break. 'Would you rather have a native girl or a koelie to make your sandwiches?' a first-year classmate asks. But Dinah doesn't know the answer, because it's her dad who makes her sandwiches. As the apparatus of repression rolls on, Dinah finds her own way, escaping into rewarding friendships. Then there's the minefield of boys and university and finally, there's marriage and voluntary exile in London. As we follow Dinah's journey through childhood and adolescence, we enter into one of the darker passages of twentieth-century history. Balancing darkness and light with marvellous dexterity, this is Barbara Trapido at the top of her form - vibrant, profound and, as always, irresistible.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1357564663i/288636.jpg,"['Book Club', 'Novels', 'Literary Fiction', 'Coming Of Age', 'Race', 'Africa', 'Historical Fiction', 'South Africa', 'Fiction']",0747568146,0747568146,9.78075e+12,Bloomsbury,['Barbara Trapido'],1.07294e+12,
The Wilderness,2009,1,0,0,,"50, 127, 268, 267, 134",846,148,50,127,268,267,134,3.364066194,372,English,"[{'name': 'Booker Prize', 'awardedAt': 1230796800000, 'category': 'Longlist', 'hasWon': None}, {'name': 'Orange Prize', 'awardedAt': 1230796800000, 'category': 'Fiction Shortlist', 'hasWon': None}, {'name': 'Guardian First Book Award', 'awardedAt': 1230796800000, 'category': '', 'hasWon': None}, {'name': 'Betty Trask Prize', 'awardedAt': 1230796800000, 'category': None, 'hasWon': None}]",,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2009,2,17,"[{'name': 'Booker Prize', 'awardedAt': 1230796800000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/5986571-the-wilderness,The Wilderness,"It’s Jake’s birthday. He is sitting in a small plane, being flown over the landscape that has been the backdrop to his life – his childhood, his marriage, his work, his passions. Now he is in his mid-sixties, and he isn’t quite the man he used to be. He has lost his wife, his son is in prison, and he is about to lose his past. Jake has Alzheimer’s.As the disease takes hold of him, Jake struggles to hold on to his personal story, to his memories and identity, but they become increasingly elusive and unreliable. What happened to his daughter? Is she alive, or long dead? And why exactly is his son in prison? What went so wrong in his life? There was a cherry tree once, and a yellow dress, but what exactly do they mean? As Jake fights the inevitable dying of the light, the key events of his life keep changing as he tries to grasp them, and what until recently seemed solid fact is melting into surreal dreams or nightmarish imaginings. Is there anything he’ll be able to salvage from the wreckage? Beauty, perhaps, the memory of love, or nothing at all?From the first sentence to the last, The Wilderness holds us in its grip. This is writing of extraordinary power and beauty.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348716641i/5986571.jpg,"['British Literature', 'Novels', 'Literary Fiction', 'Unfinished', 'Contemporary', 'Romance', '21st Century', 'Fiction', 'Literature']",0385527632,0385527632,9.78039e+12,Nan A. Talese,['Samantha Harvey'],1.23486e+12,
Unexploded,2013,1,0,0,,"28, 87, 278, 311, 152",856,137,28,87,278,311,152,3.551401869,340,English,"[{'name': 'Booker Prize', 'awardedAt': 1357027200000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2013,7,26,"[{'name': 'Booker Prize', 'awardedAt': 1357027200000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/18212386-unexploded,Unexploded,"Unexploded is the much-anticipated new novel from Alison MacLeod.May, 1940. On Park Crescent, Geoffrey and Evelyn Beaumont and their eight-year-old son, Philip, anxiously await news of the expected enemy landing on the beaches of Brighton.It is a year of tension and change. Geoffrey becomes Superintendent of the enemy alien camp at the far reaches of town, while Philip is gripped by the rumour that Hitler will make Brighton's Royal Pavilion his English HQ. As the rumours continue to fly and the days tick on, Evelyn struggles to fall in with the war effort and the constraints of her role in life, and her thoughts become tinged with a mounting, indefinable desperation.Then she meets Otto Gottlieb, a 'degenerate' German-Jewish painter and prisoner in her husband's internment camp. As Europe crumbles, Evelyn's and Otto's mutual distrust slowly begins to change into something else, which will shatter the structures on which her life, her family and her community rest.Love collides with fear, the power of art with the forces of war, and the lives of Evelyn, Otto and Geoffrey are changed irrevocably.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1374084186i/18212386.jpg,"['British Literature', 'War', 'Novels', 'World War II', 'Literary Fiction', 'Jewish', 'Canada', 'Canadian Literature', 'Historical Fiction', 'Fiction']",0241142636,0241142636,9.78024e+12,Hamish Hamilton,['Alison MacLeod'],1.37482e+12,
The Island Walkers,2004,1,0,0,['Ontario'],"27, 90, 294, 343, 118",872,71,27,90,294,343,118,3.498853211,448,English,"[{'name': 'Booker Prize', 'awardedAt': 1072944000000, 'category': 'Longlist', 'hasWon': None}, {'name': 'Scotiabank Giller Prize', 'awardedAt': 1041408000000, 'category': None, 'hasWon': None}]",,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2005,4,11,"[{'name': 'Booker Prize', 'awardedAt': 1072944000000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/428937.The_Island_Walkers,The Island Walkers,"Longlisted for the Man Booker Prize A Finalist for the 2003 Giller Prize Across a bend of Ontario's Attawan River lies the Island, where, for generations, the Walkers have lived among other mill workers. But in the summer of 1965, with the threat of mill closures looming, the Walkers grapple with their personal crises, just as the rest of the town fights to protect its way of life. Superbly crafted and deeply moving, this book is at once a love letter to a place, a gripping family saga, and testimony to the emergence of an important new novelist.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1174674435i/428937.jpg,"['Adult', 'Literary Fiction', 'Canada', 'Contemporary', 'Canadian Literature', 'Historical Fiction', 'Literature', 'Fiction']",0719566703,0719566703,9.78072e+12,John Murray,['John Bemrose'],1.1132e+12,
The Lost Dog,2008,1,0,0,['Australia'],"82, 189, 308, 216, 88",883,155,82,189,308,216,88,3.04416761,336,English,"[{'name': 'Booker Prize', 'awardedAt': 1199174400000, 'category': 'Longlist', 'hasWon': None}, {'name': 'Orange Prize', 'awardedAt': 1230796800000, 'category': 'Fiction Longlist', 'hasWon': None}, {'name': ""New South Wales Premier's Literary Award"", 'awardedAt': 1199174400000, 'category': 'Christina Stead Prize for Fiction', 'hasWon': None}, {'name': ""Victorian Premier's Literary Award"", 'awardedAt': 1199174400000, 'category': 'Vance Palmer Prize for Fiction', 'hasWon': None}, {'name': 'Barbara Jefferis Award', 'awardedAt': 1199174400000, 'category': '', 'hasWon': None}, {'name': 'ALS Gold Medal', 'awardedAt': 1199174400000, 'category': '', 'hasWon': None}]",,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2008,4,28,"[{'name': 'Booker Prize', 'awardedAt': 1199174400000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/2451859.The_Lost_Dog,The Lost Dog,"Tom Loxley, an Indian-Australian professor, is less concerned with finishing his book on Henry James than with finding his dog, who is lost in the Australian bush. Joining his daily hunt is Nelly Zhang, an artist whose husband disappeared mysteriously years before Tom met her. Although Nelly helps him search for his beloved pet, Tom isn't sure if he should trust this new friend. Tom has preoccupations other than his book and Nelly and his missing dog, mainly concerning his mother, who is suffering from the various indignities of old age. He is constantly drawn from the cerebral to the primitive--by his mother's infirmities, as well as by Nelly's attractions. THE LOST DOG makes brilliant use of the conventions of suspense and atmosphere while leading us to see anew the ever-present conflicts between our bodies and our minds, the present and the past, the primal and the civilized.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1266834834i/2451859.jpg,"['Australia', 'Novels', 'Book Club', 'Mystery', 'Literary Fiction', 'Contemporary', 'Animals', 'India', '21st Century', 'Fiction']",031600183X,031600183X,9.78032e+12,"Little, Brown and Company",['Michelle de Kretser'],1.20937e+12,
According to Queeney,2001,1,0,0,,"57, 123, 359, 339, 205",1083,85,57,123,359,339,205,3.472760849,224,English,"[{'name': 'Booker Prize', 'awardedAt': 978336000000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2002,7,10,"[{'name': 'Booker Prize', 'awardedAt': 978336000000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/724014.According_to_Queeney,According to Queeney,"Bainbridge's brilliantly imagined, universally acclaimed, Booker Prize-longlisted novel portrays the inordinate appetites and unrequited love touched off when the most celebrated man of eighteenth-century English letters, Samuel Johnson, enters the domain of a wealthy Southwark brewer and his wife, Hester Thrale. The melancholic, middle-aged lexicographer plunges into an increasingly ambiguous relationship with the vivacious Mrs. Thrale for the next twenty years. In that time Hester's eldest daughter, the neglected but prodigiously clever Queeney, will grow into young womanhood. Along the way, little of the emotional tangle and sexual tension stirring beneath the decorous surfaces of the Thrale household will escape Queeney's cold, observant eye.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1177647327i/724014.jpg,"['British Literature', 'Novels', 'Comedy', 'Literary Fiction', 'Historical', '21st Century', '18th Century', 'Historical Fiction', 'Literature', 'Fiction']",0786709820,0786709820,9.78079e+12,Carroll & Graf,['Beryl Bainbridge'],1.02628e+12,
Be Near Me,2006,1,0,0,['Scotland'],"59, 159, 333, 419, 175",1145,188,59,159,333,419,175,3.429694323,305,English,"[{'name': 'Booker Prize', 'awardedAt': 1136102400000, 'category': 'Longlist', 'hasWon': None}, {'name': 'Los Angeles Times Book Prize', 'awardedAt': 1167638400000, 'category': 'Fiction', 'hasWon': None}]",,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2007,6,4,"[{'name': 'Booker Prize', 'awardedAt': 1136102400000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/695825.Be_Near_Me,Be Near Me,"""Always trust a stranger,"" said David’s mother when he returned from Rome. ""It’s the people you know who let you down."" Half a life later, David is Father Anderton, a Catholic priest with a small parish in Scotland. He befriends Mark and Lisa, rebellious local teenagers who live in a world he barely understands. Their company stirs memories of earlier happiness—his days at a Catholic school in Yorkshire, the student revolt in 1960s Oxford, and a choice he once made in the orange groves of Rome. But their friendship also ignites the suspicions and smoldering hatred of a town that resents strangers, and brings Father David to a reckoning with the gathered tensions of past and present. In this masterfully written novel, Andrew O’Hagan explores the emotional and moral contradictions of religious life in a faithless age.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328876831i/695825.jpg,"['British Literature', 'Scotland', 'Literary Fiction', 'Ireland', 'Religion', 'Contemporary', 'LGBT', 'Fiction', 'Literature', 'Gay']",0151013039,0151013039,9.78015e+12,Houghton Mifflin Harcourt,"[""Andrew O'Hagan""]",1.18094e+12,"['David Anderton', 'Connor', 'Mark', 'Mrs. Poole']"
