title,booker_year,longlist,shortlist,winner,places,ratingHistogram,ratingsCount,reviewsCount,one_star,two_star,three_star,four_star,five_star,average_rating,numPages,language,awards,series,Fiction,Literary.Fiction,Novels,Contemporary,Literature,Historical.Fiction,Audiobook,Historical,British.Literature,Adult,Adult.Fiction,X21st.Century,Book.Club,Mystery,Family,Ireland,Fantasy,Irish.Literature,Unfinished,War,Africa,Crime,Asia,LGBT,Science.Fiction,India,Romance,Canada,Queer,Humor,publish_year,publish_month,publish_day,first_award,url,titleComplete,description,imageUrl,genres,asin,isbn,isbn13,publisher,author,publishDate,characters
Vernon God Little,2003,0,1,1,"['Texas', 'Acapulco']","1768, 3193, 8492, 11410, 7409",32272,1575,1768,3193,8492,11410,7409,3.604207982,279,English,"[{'name': 'Booker Prize', 'awardedAt': 1041408000000, 'category': None, 'hasWon': None}, {'name': 'Guardian First Book Award', 'awardedAt': 1041408000000, 'category': '', 'hasWon': None}, {'name': 'Whitbread Award', 'awardedAt': 1041408000000, 'category': 'First Novel', 'hasWon': None}, {'name': 'Bollinger Everyman Wodehouse Prize', 'awardedAt': 1041408000000, 'category': 'Comic Fiction', 'hasWon': None}]",,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2004,1,1,"[{'name': 'Booker Prize', 'awardedAt': 1041408000000, 'category': None, 'hasWon': None}",https://www.goodreads.com/book/show/11711.Vernon_God_Little,Vernon God Little,"Named as one of the 100 Best Things in the World by GQ magazine in 2003, the riotous adventures of Vernon Gregory Little in small town Texas and beachfront Mexico mark one of the most spectacular, irreverent and bizarre debuts of the twenty-first century so far. Its depiction of innocence and simple humanity (all seasoned with a dash of dysfunctional profanity) in an evil world is never less than astonishing. The only novel to be set in the barbecue sauce capital of Central Texas, Vernon God Little suggests that desperate times throw up the most unlikely of heroes.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1339082247i/11711.jpg,"['Australia', 'Novels', 'Humor', 'Literary Fiction', 'Comedy', 'Coming Of Age', 'Contemporary', 'American', 'Fiction', 'Literature']",0571215165,,NA,Faber and Faber,['D.B.C. Pierre'],1.07294e+12,
Lila,2015,1,0,0,"['Iowa', 'Midwest']","763, 2165, 6568, 11796, 11562",32854,4553,763,2165,6568,11796,11562,3.950538747,261,English,"[{'name': 'Booker Prize', 'awardedAt': 1420099200000, 'category': 'Longlist', 'hasWon': None}, {'name': 'Warwick Prize for Writing', 'awardedAt': 1420099200000, 'category': 'Shortlist', 'hasWon': None}, {'name': 'National Book Critics Circle Award', 'awardedAt': 1388563200000, 'category': 'Fiction', 'hasWon': None}, {'name': 'Andrew Carnegie Medal', 'awardedAt': 1420099200000, 'category': 'Fiction', 'hasWon': None}, {'name': 'National Book Award Finalist', 'awardedAt': 1388563200000, 'category': 'Fiction', 'hasWon': None}, {'name': 'Goodreads Choice Award', 'awardedAt': 1388563200000, 'category': 'Finalist', 'hasWon': None}, {'name': 'Dublin Literary Award', 'awardedAt': 1451635200000, 'category': 'Shortlist', 'hasWon': None}]",['Gilead'],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2014,10,7,"[{'name': 'Booker Prize', 'awardedAt': 1420099200000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/20575411-lila,"Lila (Gilead, #3)","Marilynne Robinson, one of the greatest novelists of our time, returns to the town of Gilead in an unforgettable story of a girlhood lived on the fringes of society in fear, awe, and wonder. Lila, homeless and alone after years of roaming the countryside, steps inside a small-town Iowa church - the only available shelter from the rain - and ignites a romance and a debate that will reshape her life. She becomes the wife of a minister, John Ames, and begins a new existence while trying to make sense of the life that preceded her newfound security. Neglected as a toddler, Lila was rescued by Doll, a canny young drifter, and brought up by her in a hardscrabble childhood. Together they crafted a life on the run, living hand to mouth with nothing but their sisterly bond and a ragged blade to protect them. Despite bouts of petty violence and moments of desperation, their shared life was laced with moments of joy and love. When Lila arrives in Gilead, she struggles to reconcile the life of her makeshift family and their days of hardship with the gentle Christian worldview of her husband which paradoxically judges those she loves. Revisiting the beloved characters and setting of Robinson's Pulitzer Prize–winning Gilead and Home, a National Book Award finalist, Lila is a moving expression of the mysteries of existence that is destined to become an American classic.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1393645345i/20575411.jpg,"['Adult', 'Adult Fiction', 'Novels', 'Literary Fiction', 'Audiobook', 'Religion', 'Contemporary', 'Historical Fiction', 'Literature', 'Fiction']",0374187614,0374187614,9.78037e+12,"Farrar, Straus and Giroux",['Marilynne Robinson'],1.41267e+12,
His Bloody Project: Documents Relating to the Case of Roderick Macrae,2016,0,1,0,"['Culduie, Applecross, Scotland', 'Scottish Highlands', 'Scotland', 'Wester Ross, Scotland', 'Applecross, Wester Ross, Scotland']","429, 1604, 7308, 14712, 8830",32883,3351,429,1604,7308,14712,8830,3.909588541,282,English,"[{'name': 'Booker Prize', 'awardedAt': 1451635200000, 'category': '', 'hasWon': None}, {'name': 'Los Angeles Times Book Prize', 'awardedAt': 1451635200000, 'category': 'Mystery/Thriller', 'hasWon': None}, {'name': 'Saltire Society Literary Award', 'awardedAt': 1451635200000, 'category': 'Fiction Book of the Year', 'hasWon': None}]",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2015,11,5,"[{'name': 'Booker Prize', 'awardedAt': 1451635200000, 'category': '', 'hasWon': None}",https://www.goodreads.com/book/show/25694617-his-bloody-project,His Bloody Project: Documents Relating to the Case of Roderick Macrae,"The year is 1869. A brutal triple murder in a remote community in the Scottish Highlands leads to the arrest of a young man by the name of Roderick Macrae. A memoir written by the accused makes it clear that he is guilty, but it falls to the country's finest legal and psychiatric minds to uncover what drove him to commit such merciless acts of violence. Was he mad? Only the persuasive powers of his advocate stand between Macrae and the gallows. Graeme Macrae Burnet tells an irresistible and original story about the provisional nature of truth, even when the facts seem clear. His Bloody Project is a mesmerising literary thriller set in an unforgiving landscape where the exercise of power is arbitrary.--back cover",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1433870239i/25694617.jpg,"['Mystery', 'Crime', 'Scotland', 'Literary Fiction', 'True Crime', 'Historical', 'Thriller', 'Historical Fiction', 'Mystery Thriller', 'Fiction']",1910192147,1910192147,9.78191e+12,Contraband,['Graeme Macrae Burnet'],1.44671e+12,['Roderick Macrae']
Brick Lane,2003,0,1,0,"['London, England', 'Bangladesh']","1328, 3866, 11485, 11586, 4955",33220,2233,1328,3866,11485,11586,4955,3.450752559,448,English,"[{'name': 'Booker Prize', 'awardedAt': 1041408000000, 'category': '', 'hasWon': None}, {'name': 'Orange Prize', 'awardedAt': 1072944000000, 'category': 'Fiction Longlist', 'hasWon': None}, {'name': 'Guardian First Book Award', 'awardedAt': 1041408000000, 'category': '', 'hasWon': None}, {'name': 'Orwell Prize', 'awardedAt': 1072944000000, 'category': '', 'hasWon': None}, {'name': 'Audie Award', 'awardedAt': 1072944000000, 'category': 'Fiction, Abridged', 'hasWon': None}, {'name': 'National Book Critics Circle Award', 'awardedAt': 1041408000000, 'category': 'Fiction', 'hasWon': None}, {'name': 'Kiriyama Prize', 'awardedAt': 1072944000000, 'category': 'Fiction', 'hasWon': None}]",,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2004,6,2,"[{'name': 'Booker Prize', 'awardedAt': 1041408000000, 'category': '', 'hasWon': None}",https://www.goodreads.com/book/show/18723.Brick_Lane,Brick Lane,"After an arranged marriage to Chanu, a man twenty years older, Nazneen is taken to London, leaving her home and heart in the Bangladeshi village where she was born. Her new world is full of mysteries. How can she cross the road without being hit by a car (an operation akin to dodging raindrops in the monsoon)? What is the secret of her bullying neighbour Mrs Islam? What is a Hell's Angel? And how must she comfort the naive and disillusioned Chanu?As a good Muslim girl, Nazneen struggles to not question why things happen. She submits, as she must, to Fate and devotes herself to her husband and daughters. Yet to her amazement, she begins an affair with a handsome young radical, and her erotic awakening throws her old certainties into chaos.Monica Ali's splendid novel is about journeys both external and internal, where the marvelous and the terrifying spiral together.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1433730686i/18723.jpg,"['British Literature', 'Novels', 'Book Club', 'Literary Fiction', 'Asia', 'Contemporary', 'Bangladesh', 'India', 'Fiction', 'Literature']",0743243315,0743243315,9.78074e+12,Scribner,['Monica Ali'],1.08616e+12,
A Short History of Tractors in Ukrainian,2005,1,0,0,['Ukraine'],"1160, 3958, 12046, 11860, 4494",33518,3370,1160,3958,12046,11860,4494,3.434691807,326,English,"[{'name': 'Booker Prize', 'awardedAt': 1104566400000, 'category': 'Longlist', 'hasWon': None}, {'name': 'Orange Prize', 'awardedAt': 1104566400000, 'category': 'Fiction Shortlist', 'hasWon': None}, {'name': 'Bollinger Everyman Wodehouse Prize', 'awardedAt': 1104566400000, 'category': 'Comic Fiction', 'hasWon': None}, {'name': 'Saga Award', 'awardedAt': 1104566400000, 'category': None, 'hasWon': None}]",,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2006,8,28,"[{'name': 'Booker Prize', 'awardedAt': 1104566400000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/828387.A_Short_History_of_Tractors_in_Ukrainian,A Short History of Tractors in Ukrainian,"A Short History of Tractors in Ukrainian was bestselling author Marina Lewycka's bestselling debut novel which has sold over one million copies worldwide. Lewycka tells the side-splittingly funny story of two feuding sisters, Vera and Nadezhda, who join forces against their father's new, gold-digging girlfriend.Two years after my mother died, my father fell in love with a glamorous blonde Ukrainian divorcée. He was eighty-four and she was thirty-six. She exploded into our lives like a fluffy pink grenade, churning up the murky water, bringing to the surface a sludge of sloughed-off memories, giving the family ghosts a kick up the backside.Sisters Vera and Nadezhda must set aside a lifetime of feuding to save their émigré engineer father from voluptuous gold-digger Valentina. With her proclivity for green satin underwear and boil-in-the-bag cuisine, she will stop at nothing in her pursuit of Western wealth.But the sisters' campaign to oust Valentina unearths family secrets, uncovers fifty years of Europe's darkest history and sends them back to roots they'd much rather forget . . . .",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327935785i/828387.jpg,"['British Literature', 'Ukraine', 'Novels', 'Humor', 'Book Club', 'Comedy', 'Contemporary', 'Family', 'Fiction', 'Literature']",B002RF86V6,0141020520,9.78014e+12,Penguin Books,['Marina Lewycka'],1.15675e+12,"['Valentina', 'Vera', 'Nikolai Mayevskyj', 'Mike', 'Nadezhda']"
The Seven Moons of Maali Almeida,2022,0,1,1,['Sri Lanka'],"643, 1893, 6926, 13388, 10855",33705,4515,643,1893,6926,13388,10855,3.947010829,386,English,"[{'name': 'Booker Prize', 'awardedAt': 1641024000000, 'category': '', 'hasWon': None}, {'name': 'British Book Award', 'awardedAt': 1672560000000, 'category': 'Audiobook: Fiction', 'hasWon': None}, {'name': 'The Kitschies', 'awardedAt': 1672560000000, 'category': 'Inky Tentacle (Cover Art)', 'hasWon': None}]",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2022,8,4,"[{'name': 'Booker Prize', 'awardedAt': 1641024000000, 'category': '', 'hasWon': None}",https://www.goodreads.com/book/show/57224204-the-seven-moons-of-maali-almeida,The Seven Moons of Maali Almeida,"Colombo, 1990. Maali Almeida—war photographer, gambler, and closet queen—has woken up dead in what seems like a celestial visa office. His dismembered body is sinking in the serene Beira Lake and he has no idea who killed him. In a country where scores are settled by death squads, suicide bombers, and hired goons, the list of suspects is depressingly long, as the ghouls and ghosts with grudges who cluster round can attest. But even in the afterlife, time is running out for Maali. He has seven moons to contact the man and woman he loves most and lead them to the photos that will rock Sri Lanka.Ten years after his prize-winning novel Chinaman established him as one of Sri Lanka’s foremost authors, Shehan Karunatilaka is back with a “thrilling satire” (Economist) and rip-roaring state-of-the-nation epic that offers equal parts mordant wit and disturbing, profound truths.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1658847734i/57224204.jpg,"['Magical Realism', 'Mystery', 'Literary Fiction', 'Fantasy', 'Asia', 'Historical', 'LGBT', 'Queer', 'Historical Fiction', 'Fiction']",1908745908,1908745908,9.78191e+12,Sort of Books,['Shehan Karunatilaka'],1.6596e+12,
A Brief History of Seven Killings,2015,0,1,1,['Jamaica'],"1348, 2435, 6557, 12303, 11740",34383,4743,1348,2435,6557,12303,11740,3.891487072,688,English,"[{'name': 'Booker Prize', 'awardedAt': 1420099200000, 'category': '', 'hasWon': None}, {'name': 'American Book Award', 'awardedAt': 1420099200000, 'category': None, 'hasWon': None}, {'name': 'Anisfield-Wolf Book Award', 'awardedAt': 1420099200000, 'category': 'Fiction', 'hasWon': None}, {'name': 'PEN Open Book Award', 'awardedAt': 1420099200000, 'category': 'Longlist', 'hasWon': None}, {'name': 'OCM Bocas Prize for Caribbean Literature', 'awardedAt': 1420099200000, 'category': 'Fiction', 'hasWon': None}, {'name': 'National Book Critics Circle Award', 'awardedAt': 1388563200000, 'category': 'Fiction', 'hasWon': None}, {'name': 'Green Carnation Prize', 'awardedAt': 1420099200000, 'category': None, 'hasWon': None}, {'name': 'Andrew Carnegie Medal', 'awardedAt': 1420099200000, 'category': 'Fiction', 'hasWon': None}, {'name': 'Minnesota Book Award', 'awardedAt': 1420099200000, 'category': 'Novel & Short Story', 'hasWon': None}, {'name': 'Dublin Literary Award', 'awardedAt': 1451635200000, 'category': 'Shortlist', 'hasWon': None}]",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2014,10,2,"[{'name': 'Booker Prize', 'awardedAt': 1420099200000, 'category': '', 'hasWon': None}",https://www.goodreads.com/book/show/20893314-a-brief-history-of-seven-killings,A Brief History of Seven Killings,"On December 3, 1976, just before the Jamaican general election and two days before Bob Marley was to play the Smile Jamaica Concert, gunmen stormed his house, machine guns blazing. The attack nearly killed the Reggae superstar, his wife, and his manager, and injured several others. Marley would go on to perform at the free concert on December 5, but he left the country the next day, not to return for two years.Deftly spanning decades and continents and peopled with a wide range of characters—assassins, journalists, drug dealers, and even ghosts—A Brief History of Seven Killings is the fictional exploration of that dangerous and unstable time and its bloody aftermath, from the streets and slums of Kingston in the 70s, to the crack wars in 80s New York, to a radically altered Jamaica in the 90s. Brilliantly inventive and stunningly ambitious, this novel is a revealing modern epic that will secure Marlon James’ place among the great literary talents of his generation.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1399045083i/20893314.jpg,"['Mystery', 'Crime', 'Literary Fiction', 'Novels', 'Audiobook', 'Contemporary', 'Historical', 'Historical Fiction', 'Literature', 'Fiction']",159448600X,159448600X,9.78159e+12,Riverhead Books,['Marlon James'],1.41223e+12,
The Ministry of Utmost Happiness,2017,1,0,0,['India'],"1843, 4245, 10129, 11378, 7669",35264,4830,1843,4245,10129,11378,7669,3.532696234,445,English,"[{'name': 'Booker Prize', 'awardedAt': 1483257600000, 'category': 'Longlist', 'hasWon': None}, {'name': 'National Book Critics Circle Award', 'awardedAt': 1483257600000, 'category': 'Fiction', 'hasWon': None}, {'name': ""Women's Prize for Fiction"", 'awardedAt': 1514793600000, 'category': 'Longlist', 'hasWon': None}, {'name': 'Andrew Carnegie Medal', 'awardedAt': 1514793600000, 'category': 'Fiction', 'hasWon': None}, {'name': 'Goodreads Choice Award', 'awardedAt': 1483257600000, 'category': 'Fiction', 'hasWon': None}]",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2017,6,6,"[{'name': 'Booker Prize', 'awardedAt': 1483257600000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/32388712-the-ministry-of-utmost-happiness,The Ministry of Utmost Happiness,"The Ministry of Utmost Happiness takes us on a journey of many years – the story spooling outwards from the cramped neighbourhoods of Old Delhi into the burgeoning new metropolis and beyond, to the Valley of Kashmir and the forests of Central India, where war is peace and peace is war, and where, from time to time, ‘normalcy’ is declared.Anjum, who used to be Aftab, unrolls a threadbare carpet in a city graveyard that she calls home. A baby appears quite suddenly on a pavement, a little after midnight, in a crib of litter. The enigmatic S. Tilottama is as much of a presence as she is an absence in the lives of the three men who love her.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1520327592i/32388712.jpg,"['Novels', 'Literary Fiction', 'Unfinished', 'Asia', 'Contemporary', 'Indian Literature', 'India', 'Historical Fiction', 'Literature', 'Fiction']",067008963X,067008963X,9.78067e+12,Hamish Hamilton,['Arundhati Roy'],1.49673e+12,
The Mirror & the Light,2020,1,0,0,['England'],"279, 818, 3856, 11815, 21133",37901,5183,279,818,3856,11815,21133,4.390596554,759,English,"[{'name': 'Booker Prize', 'awardedAt': 1577865600000, 'category': 'Longlist', 'hasWon': None}, {'name': ""Women's Prize for Fiction"", 'awardedAt': 1577865600000, 'category': '', 'hasWon': None}, {'name': 'Walter Scott Prize', 'awardedAt': 1609488000000, 'category': 'Historical Fiction', 'hasWon': None}, {'name': 'Goodreads Choice Award', 'awardedAt': 1577865600000, 'category': 'Historical Fiction', 'hasWon': None}, {'name': 'Europese Literatuurprijs', 'awardedAt': 1609488000000, 'category': None, 'hasWon': None}]",['Thomas Cromwell'],TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,5,4,"[{'name': 'Booker Prize', 'awardedAt': 1577865600000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/54860229-the-mirror-the-light,"The Mirror & the Light (Thomas Cromwell, #3)","With The Mirror &amp; the Light, Hilary Mantel brings to a triumphant close the trilogy she began with her peerless, Booker Prize-winning novels, Wolf Hall and Bring Up the Bodies. She traces the final years of Thomas Cromwell, the boy from nowhere who climbs to the heights of power, offering a defining portrait of predator and prey, of a ferocious contest between present and past, between royal will and a common man’s vision: of a modern nation making itself through conflict, passion and courage.The story begins in May 1536: Anne Boleyn is dead, decapitated in the space of a heartbeat by a hired French executioner. As her remains are bundled into oblivion, Cromwell breakfasts with the victors. The blacksmith’s son from Putney emerges from the spring’s bloodbath to continue his climb to power and wealth, while his formidable master, Henry VIII, settles to short-lived happiness with his third queen, Jane Seymour.Cromwell, a man with only his wits to rely on, has no great family to back him, no private army. Despite rebellion at home, traitors plotting abroad and the threat of invasion testing Henry’s regime to the breaking point, Cromwell’s robust imagination sees a new country in the mirror of the future. All of England lies at his feet, ripe for innovation and religious reform. But as fortune’s wheel turns, Cromwell’s enemies are gathering in the shadows. The inevitable question remains: how long can anyone survive under Henry’s cruel and capricious gaze?Eagerly awaited and eight years in the making, The Mirror &amp; the Light completes Cromwell’s journey from self-made man to one of the most feared, influential figures of his time. Portrayed by Mantel with pathos and terrific energy, Cromwell is as complex as he is unforgettable: a politician and a fixer, a husband and a father, a man who both defied and defined his age.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1612201530i/54860229.jpg,"['British Literature', '16th Century', 'Novels', 'Literary Fiction', 'Audiobook', 'Historical', 'Tudor Period', 'Historical Fiction', 'Literature', 'Fiction']",1250182492,1250182492,9.78125e+12,Picador,['Hilary Mantel'],1.62011e+12,"['Henry VIII of England', 'Thomas Cranmer', 'Thomas Cromwell', 'Jane Seymour']"
The Promise,2021,0,1,1,"['Pretoria', 'South Africa']","616, 2292, 9517, 16820, 11142",40387,4232,616,2292,9517,16820,11142,3.880976552,293,English,"[{'name': 'Booker Prize', 'awardedAt': 1609488000000, 'category': '', 'hasWon': None}, {'name': 'Andrew Carnegie Medal', 'awardedAt': 1641024000000, 'category': 'Fiction', 'hasWon': None}, {'name': 'Premi Llibreter de narrativa', 'awardedAt': 1672560000000, 'category': 'Altres literatures', 'hasWon': None}, {'name': 'Sunday Times CNA Literary Award / Barry Ronge Fiction Prize', 'awardedAt': 1641024000000, 'category': 'Shortlist ', 'hasWon': None}, {'name': 'Rathbones Folio Prize', 'awardedAt': 1641024000000, 'category': 'Shortlist', 'hasWon': None}]",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,6,17,"[{'name': 'Booker Prize', 'awardedAt': 1609488000000, 'category': '', 'hasWon': None}",https://www.goodreads.com/book/show/54633172-the-promise,The Promise,"The Promise , winner of the 2021 Booker Prize, charts the crash and burn of a white South African family, living on a farm outside Pretoria. The Swarts are gathering for Ma's funeral. The younger generation, Anton and Amor, detest everything the family stand for -- not least the failed promise to the Black woman who has worked for them her whole life. After years of service, Salome was promised her own house, her own land... yet somehow, as each decade passes, that promise remains unfulfilled.The narrator's eye shifts and blinks: moving fluidly between characters, flying into their dreams; deliciously lethal in its observation. And as the country moves from old deep divisions to its new so-called fairer society, the lost promise of more than just one family hovers behind the novel's title.In this story of a diminished family, sharp and tender emotional truths hit home. Confident, deft and quietly powerful, The Promise is literary fiction at its finest.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1619750215i/54633172.jpg,"['Book Club', 'Novels', 'Literary Fiction', 'Contemporary', 'Race', 'Historical', 'Literature', 'Historical Fiction', 'South Africa', 'Fiction']",1784744069,1784744069,9.78178e+12,Chatto & Windus,['Damon Galgut'],1.62391e+12,
Black Swan Green,2006,1,0,0,"['Worcestershire, England']","639, 1882, 8462, 17878, 12921",41782,3724,639,1882,8462,17878,12921,3.970752956,296,English,"[{'name': 'Booker Prize', 'awardedAt': 1136102400000, 'category': 'Longlist', 'hasWon': None}, {'name': 'Costa Book Award', 'awardedAt': 1136102400000, 'category': 'Novel', 'hasWon': None}, {'name': 'Los Angeles Times Book Prize', 'awardedAt': 1136102400000, 'category': 'Fiction', 'hasWon': None}, {'name': 'ALA Alex Award', 'awardedAt': 1167638400000, 'category': None, 'hasWon': None}]",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2007,2,27,"[{'name': 'Booker Prize', 'awardedAt': 1136102400000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/14316.Black_Swan_Green,Black Swan Green,"From award-winning writer David Mitchell comes a sinewy, meditative novel of boyhood on the cusp of adulthood and the old on the cusp of the new.Black Swan Green tracks a single year in what is, for thirteen-year-old Jason Taylor, the sleepiest village in muddiest Worcestershire in a dying Cold War England, 1982. But the thirteen chapters, each a short story in its own right, create an exquisitely observed world that is anything but sleepy. A world of Kissingeresque realpolitik enacted in boys’ games on a frozen lake; of “nightcreeping” through the summer backyards of strangers; of the tabloid-fueled thrills of the Falklands War and its human toll; of the cruel, luscious Dawn Madden and her power-hungry boyfriend, Ross Wilcox; of a certain Madame Eva van Outryve de Crommelynck, an elderly bohemian emigré who is both more and less than she appears; of Jason’s search to replace his dead grandfather’s irreplaceable smashed watch before the crime is discovered; of first cigarettes, first kisses, first Duran Duran LPs, and first deaths; of Margaret Thatcher’s recession; of Gypsies camping in the woods and the hysteria they inspire; and, even closer to home, of a slow-motion divorce in four seasons.Pointed, funny, profound, left-field, elegiac, and painted with the stuff of life, Black Swan Green is David Mitchell’s most subtlest and effective achievement to date.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320562118i/14316.jpg,"['British Literature', 'Young Adult', 'Novels', 'Literary Fiction', 'Coming Of Age', 'Audiobook', 'Contemporary', 'Historical Fiction', 'Fiction', 'Literature']",0812974018,0812974018,9.78081e+12,Random House,['David Mitchell'],1.17256e+12,"['Jason Taylor', 'Eva van Outryve de Crommelynck', 'Mark Badbury', 'Hugo Lamb']"
The Mars Room,2018,0,1,0,"['San Francisco, California', 'California']","1484, 5290, 14005, 14798, 6354",41931,4775,1484,5290,14005,14798,6354,3.459039851,338,English,"[{'name': 'Booker Prize', 'awardedAt': 1514793600000, 'category': '', 'hasWon': None}, {'name': 'California Book Award', 'awardedAt': 1514793600000, 'category': 'Fiction Gold', 'hasWon': None}, {'name': 'Prix Médicis Etranger', 'awardedAt': 1514793600000, 'category': None, 'hasWon': None}, {'name': 'National Book Critics Circle Award', 'awardedAt': 1514793600000, 'category': 'Fiction', 'hasWon': None}, {'name': 'Goodreads Choice Award', 'awardedAt': 1514793600000, 'category': 'Fiction', 'hasWon': None}]",,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018,5,1,"[{'name': 'Booker Prize', 'awardedAt': 1514793600000, 'category': '', 'hasWon': None}",https://www.goodreads.com/book/show/36373648-the-mars-room,The Mars Room,"It’s 2003 and Romy Hall is at the start of two consecutive life sentences at Stanville Women’s Correctional Facility, deep in California’s Central Valley. Outside is the world from which she has been severed: the San Francisco of her youth and her young son, Jackson. Inside is a new reality: thousands of women hustling for the bare essentials needed to survive; the bluffing and pageantry and casual acts of violence by guards and prisoners alike; and the deadpan absurdities of institutional living, which Kushner evokes with great humor and precision.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1524991696i/36373648.jpg,"['Womens', 'Adult', 'Adult Fiction', 'Novels', 'Crime', 'Literary Fiction', 'Audiobook', 'Contemporary', 'American', 'Fiction']",1476756554,1476756554,9.78148e+12,Scribner,['Rachel Kushner'],1.52516e+12,
